"dayscompeting","total","percentage"
1903,"23","0.000060985310494776475579"
1904,"64","0.00016969825528981280"
1905,"31","0.000082197592406003075781"
1906,"9","0.000023863817150129925227"
1907,"3","0.000007954605716709975076"
1908,"5","0.000013257676194516625126"
1909,"5","0.000013257676194516625126"
1910,"20","0.000053030704778066500504"
1911,"52","0.00013787983242297290"
1912,"19","0.000050379169539163175479"
1913,"11","0.000029166887627936575277"
1914,"9","0.000023863817150129925227"
1915,"6","0.000015909211433419950151"
1916,"8","0.000021212281911226600202"
1917,"23","0.000060985310494776475579"
1918,"52","0.00013787983242297290"
1919,"25","0.000066288380972583125630"
1920,"5","0.000013257676194516625126"
1921,"13","0.000034469958105743225327"
1922,"11","0.000029166887627936575277"
1923,"9","0.000023863817150129925227"
1924,"20","0.000053030704778066500504"
1925,"53","0.00014053136766187623"
1926,"38","0.00010075833907832635"
1927,"7","0.000018560746672323275176"
1928,"3","0.000007954605716709975076"
1929,"5","0.000013257676194516625126"
1930,"13","0.000034469958105743225327"
1931,"38","0.00010075833907832635"
1932,"55","0.00014583443813968288"
1933,"19","0.000050379169539163175479"
1934,"12","0.000031818422866839900302"
1935,"5","0.000013257676194516625126"
1936,"6","0.000015909211433419950151"
1937,"11","0.000029166887627936575277"
1938,"17","0.000045076099061356525428"
1939,"57","0.00015113750861748953"
1940,"19","0.000050379169539163175479"
1941,"7","0.000018560746672323275176"
1942,"5","0.000013257676194516625126"
1943,"13","0.000034469958105743225327"
1944,"16","0.000042424563822453200403"
1945,"29","0.000076894521928196425730"
1946,"55","0.00014583443813968288"
1947,"21","0.000055682240016969825529"
1948,"8","0.000021212281911226600202"
1949,"5","0.000013257676194516625126"
1950,"5","0.000013257676194516625126"
1951,"8","0.000021212281911226600202"
1952,"33","0.000087500662883809725831"
1953,"51","0.00013522829718406958"
1954,"17","0.000045076099061356525428"
1955,"9","0.000023863817150129925227"
1956,"7","0.000018560746672323275176"
1957,"4","0.000010606140955613300101"
1958,"12","0.000031818422866839900302"
1959,"25","0.000066288380972583125630"
1960,"50","0.00013257676194516625"
1961,"13","0.000034469958105743225327"
1962,"6","0.000015909211433419950151"
1963,"3","0.000007954605716709975076"
1964,"10","0.000026515352389033250252"
1965,"11","0.000029166887627936575277"
1966,"20","0.000053030704778066500504"
1967,"35","0.000092803733361616375882"
1968,"15","0.000039773028583549875378"
1969,"9","0.000023863817150129925227"
1970,"8","0.000021212281911226600202"
1971,"5","0.000013257676194516625126"
1972,"5","0.000013257676194516625126"
1973,"31","0.000082197592406003075781"
1974,"55","0.00014583443813968288"
1975,"35","0.000092803733361616375882"
1976,"6","0.000015909211433419950151"
1977,"9","0.000023863817150129925227"
1978,"7","0.000018560746672323275176"
1979,"6","0.000015909211433419950151"
1980,"30","0.000079546057167099750756"
1981,"52","0.00013787983242297290"
1982,"35","0.000092803733361616375882"
1983,"5","0.000013257676194516625126"
1984,"13","0.000034469958105743225327"
1985,"4","0.000010606140955613300101"
1986,"14","0.000037121493344646550353"
1987,"28","0.000074242986689293100705"
1988,"55","0.00014583443813968288"
1989,"21","0.000055682240016969825529"
1990,"9","0.000023863817150129925227"
1991,"2","0.000005303070477806650050"
1992,"4","0.000010606140955613300101"
1993,"10","0.000026515352389033250252"
1994,"27","0.000071591451450389775680"
1995,"41","0.00010871294479503633"
1996,"14","0.000037121493344646550353"
1997,"2","0.000005303070477806650050"
1998,"6","0.000015909211433419950151"
1999,"18","0.000047727634300259850453"
2000,"7","0.000018560746672323275176"
2001,"29","0.000076894521928196425730"
2002,"61","0.00016174364957310283"
2003,"14","0.000037121493344646550353"
2004,"9","0.000023863817150129925227"
2005,"10","0.000026515352389033250252"
2006,"2","0.000005303070477806650050"
2007,"6","0.000015909211433419950151"
2008,"28","0.000074242986689293100705"
2009,"64","0.00016969825528981280"
2010,"29","0.000076894521928196425730"
2011,"5","0.000013257676194516625126"
2012,"4","0.000010606140955613300101"
2013,"7","0.000018560746672323275176"
2014,"12","0.000031818422866839900302"
2015,"26","0.000068939916211486450655"
2016,"54","0.00014318290290077955"
2017,"15","0.000039773028583549875378"
2018,"10","0.000026515352389033250252"
2019,"7","0.000018560746672323275176"
2020,"5","0.000013257676194516625126"
2021,"16","0.000042424563822453200403"
2022,"33","0.000087500662883809725831"
2023,"51","0.00013522829718406958"
2024,"18","0.000047727634300259850453"
2025,"6","0.000015909211433419950151"
2026,"8","0.000021212281911226600202"
2027,"6","0.000015909211433419950151"
2028,"12","0.000031818422866839900302"
2029,"16","0.000042424563822453200403"
2030,"51","0.00013522829718406958"
2031,"26","0.000068939916211486450655"
2032,"5","0.000013257676194516625126"
2033,"5","0.000013257676194516625126"
2034,"7","0.000018560746672323275176"
2035,"8","0.000021212281911226600202"
2036,"20","0.000053030704778066500504"
2037,"37","0.000098106803839423025932"
2038,"14","0.000037121493344646550353"
2039,"5","0.000013257676194516625126"
2040,"8","0.000021212281911226600202"
2041,"2","0.000005303070477806650050"
2042,"9","0.000023863817150129925227"
2043,"24","0.000063636845733679800605"
2044,"51","0.00013522829718406958"
2045,"23","0.000060985310494776475579"
2046,"11","0.000029166887627936575277"
2047,"3","0.000007954605716709975076"
2048,"4","0.000010606140955613300101"
2049,"9","0.000023863817150129925227"
2050,"14","0.000037121493344646550353"
2051,"55","0.00014583443813968288"
2052,"17","0.000045076099061356525428"
2053,"7","0.000018560746672323275176"
2054,"8","0.000021212281911226600202"
2055,"8","0.000021212281911226600202"
2056,"13","0.000034469958105743225327"
2057,"18","0.000047727634300259850453"
2058,"42","0.00011136448003393965"
2059,"17","0.000045076099061356525428"
2060,"6","0.000015909211433419950151"
2061,"3","0.000007954605716709975076"
2062,"3","0.000007954605716709975076"
2063,"13","0.000034469958105743225327"
2064,"23","0.000060985310494776475579"
2065,"42","0.00011136448003393965"
2066,"23","0.000060985310494776475579"
2067,"4","0.000010606140955613300101"
2068,"9","0.000023863817150129925227"
2069,"9","0.000023863817150129925227"
2070,"8","0.000021212281911226600202"
2071,"27","0.000071591451450389775680"
2072,"63","0.00016704672005090948"
2073,"17","0.000045076099061356525428"
2074,"4","0.000010606140955613300101"
2075,"5","0.000013257676194516625126"
2076,"10","0.000026515352389033250252"
2077,"5","0.000013257676194516625126"
2078,"21","0.000055682240016969825529"
2079,"52","0.00013787983242297290"
2080,"20","0.000053030704778066500504"
2081,"7","0.000018560746672323275176"
2082,"5","0.000013257676194516625126"
2084,"9","0.000023863817150129925227"
2085,"13","0.000034469958105743225327"
2086,"46","0.00012197062098955295"
2087,"17","0.000045076099061356525428"
2088,"18","0.000047727634300259850453"
2089,"10","0.000026515352389033250252"
2090,"8","0.000021212281911226600202"
2091,"4","0.000010606140955613300101"
2092,"27","0.000071591451450389775680"
2093,"50","0.00013257676194516625"
2094,"14","0.000037121493344646550353"
2095,"4","0.000010606140955613300101"
2096,"9","0.000023863817150129925227"
2097,"9","0.000023863817150129925227"
2098,"6","0.000015909211433419950151"
2099,"25","0.000066288380972583125630"
2100,"49","0.00012992522670626293"
2101,"13","0.000034469958105743225327"
2102,"12","0.000031818422866839900302"
2103,"5","0.000013257676194516625126"
2104,"6","0.000015909211433419950151"
2105,"11","0.000029166887627936575277"
2106,"25","0.000066288380972583125630"
2107,"45","0.00011931908575064963"
2108,"15","0.000039773028583549875378"
2109,"11","0.000029166887627936575277"
2110,"10","0.000026515352389033250252"
2111,"8","0.000021212281911226600202"
2112,"13","0.000034469958105743225327"
2113,"19","0.000050379169539163175479"
2114,"56","0.00014848597337858620"
2115,"16","0.000042424563822453200403"
2116,"10","0.000026515352389033250252"
2117,"10","0.000026515352389033250252"
2118,"10","0.000026515352389033250252"
2119,"9","0.000023863817150129925227"
2120,"27","0.000071591451450389775680"
2121,"42","0.00011136448003393965"
2122,"15","0.000039773028583549875378"
2123,"10","0.000026515352389033250252"
2124,"7","0.000018560746672323275176"
2125,"9","0.000023863817150129925227"
2126,"10","0.000026515352389033250252"
2127,"26","0.000068939916211486450655"
2128,"59","0.00015644057909529618"
2129,"19","0.000050379169539163175479"
2130,"5","0.000013257676194516625126"
2131,"7","0.000018560746672323275176"
2132,"5","0.000013257676194516625126"
2133,"7","0.000018560746672323275176"
2134,"14","0.000037121493344646550353"
2135,"54","0.00014318290290077955"
2136,"25","0.000066288380972583125630"
2137,"5","0.000013257676194516625126"
2138,"9","0.000023863817150129925227"
2139,"9","0.000023863817150129925227"
2140,"4","0.000010606140955613300101"
2141,"16","0.000042424563822453200403"
2142,"36","0.000095455268600519700907"
2143,"19","0.000050379169539163175479"
2144,"1","0.000002651535238903325025"
2145,"7","0.000018560746672323275176"
2146,"6","0.000015909211433419950151"
2147,"8","0.000021212281911226600202"
2148,"15","0.000039773028583549875378"
2149,"51","0.00013522829718406958"
2150,"19","0.000050379169539163175479"
2151,"11","0.000029166887627936575277"
2152,"7","0.000018560746672323275176"
2153,"7","0.000018560746672323275176"
2154,"7","0.000018560746672323275176"
2155,"17","0.000045076099061356525428"
2156,"43","0.00011401601527284298"
2157,"22","0.000058333775255873150554"
2158,"5","0.000013257676194516625126"
2159,"9","0.000023863817150129925227"
2160,"4","0.000010606140955613300101"
2161,"9","0.000023863817150129925227"
2162,"19","0.000050379169539163175479"
2163,"42","0.00011136448003393965"
2164,"29","0.000076894521928196425730"
2165,"5","0.000013257676194516625126"
2166,"12","0.000031818422866839900302"
2167,"7","0.000018560746672323275176"
2168,"14","0.000037121493344646550353"
2169,"10","0.000026515352389033250252"
2170,"67","0.00017765286100652278"
2171,"7","0.000018560746672323275176"
2172,"6","0.000015909211433419950151"
2173,"6","0.000015909211433419950151"
2174,"6","0.000015909211433419950151"
2175,"14","0.000037121493344646550353"
2176,"26","0.000068939916211486450655"
2177,"69","0.00018295593148432943"
2178,"19","0.000050379169539163175479"
2179,"10","0.000026515352389033250252"
2180,"7","0.000018560746672323275176"
2181,"5","0.000013257676194516625126"
2182,"8","0.000021212281911226600202"
2183,"26","0.000068939916211486450655"
2184,"68","0.00018030439624542610"
2185,"21","0.000055682240016969825529"
2186,"10","0.000026515352389033250252"
2187,"5","0.000013257676194516625126"
2188,"10","0.000026515352389033250252"
2189,"15","0.000039773028583549875378"
2190,"44","0.00011666755051174630"
2191,"97","0.00025719891817362253"
2192,"43","0.00011401601527284298"
2193,"10","0.000026515352389033250252"
2194,"4","0.000010606140955613300101"
2195,"10","0.000026515352389033250252"
2196,"8","0.000021212281911226600202"
2197,"28","0.000074242986689293100705"
2198,"79","0.00020947128387336268"
2199,"22","0.000058333775255873150554"
2200,"11","0.000029166887627936575277"
2201,"4","0.000010606140955613300101"
2202,"1","0.000002651535238903325025"
2203,"8","0.000021212281911226600202"
2204,"29","0.000076894521928196425730"
2205,"53","0.00014053136766187623"
2206,"23","0.000060985310494776475579"
2207,"10","0.000026515352389033250252"
2208,"11","0.000029166887627936575277"
2209,"5","0.000013257676194516625126"
2210,"9","0.000023863817150129925227"
2211,"23","0.000060985310494776475579"
2212,"58","0.00015378904385639285"
2213,"15","0.000039773028583549875378"
2214,"9","0.000023863817150129925227"
2215,"8","0.000021212281911226600202"
2216,"3","0.000007954605716709975076"
2217,"10","0.000026515352389033250252"
2218,"21","0.000055682240016969825529"
2219,"58","0.00015378904385639285"
2220,"18","0.000047727634300259850453"
2221,"7","0.000018560746672323275176"
2222,"4","0.000010606140955613300101"
2223,"11","0.000029166887627936575277"
2224,"14","0.000037121493344646550353"
2225,"16","0.000042424563822453200403"
2226,"42","0.00011136448003393965"
2227,"19","0.000050379169539163175479"
2228,"6","0.000015909211433419950151"
2229,"5","0.000013257676194516625126"
2230,"6","0.000015909211433419950151"
2231,"9","0.000023863817150129925227"
2232,"20","0.000053030704778066500504"
2233,"41","0.00010871294479503633"
2234,"11","0.000029166887627936575277"
2235,"4","0.000010606140955613300101"
2236,"7","0.000018560746672323275176"
2237,"6","0.000015909211433419950151"
2238,"8","0.000021212281911226600202"
2239,"22","0.000058333775255873150554"
2240,"31","0.000082197592406003075781"
2241,"14","0.000037121493344646550353"
2242,"8","0.000021212281911226600202"
2243,"11","0.000029166887627936575277"
2244,"2","0.000005303070477806650050"
2245,"5","0.000013257676194516625126"
2246,"24","0.000063636845733679800605"
2247,"42","0.00011136448003393965"
2248,"20","0.000053030704778066500504"
2249,"9","0.000023863817150129925227"
2250,"1","0.000002651535238903325025"
2251,"7","0.000018560746672323275176"
2252,"2","0.000005303070477806650050"
2253,"12","0.000031818422866839900302"
2254,"42","0.00011136448003393965"
2255,"10","0.000026515352389033250252"
2256,"8","0.000021212281911226600202"
2257,"8","0.000021212281911226600202"
2258,"5","0.000013257676194516625126"
2259,"3","0.000007954605716709975076"
2260,"15","0.000039773028583549875378"
2261,"38","0.00010075833907832635"
2262,"19","0.000050379169539163175479"
2263,"8","0.000021212281911226600202"
2264,"2","0.000005303070477806650050"
2265,"4","0.000010606140955613300101"
2266,"5","0.000013257676194516625126"
2267,"20","0.000053030704778066500504"
2268,"31","0.000082197592406003075781"
2269,"21","0.000055682240016969825529"
2270,"11","0.000029166887627936575277"
2271,"5","0.000013257676194516625126"
2272,"2","0.000005303070477806650050"
2273,"8","0.000021212281911226600202"
2274,"15","0.000039773028583549875378"
2275,"37","0.000098106803839423025932"
2276,"13","0.000034469958105743225327"
2277,"7","0.000018560746672323275176"
2278,"3","0.000007954605716709975076"
2279,"4","0.000010606140955613300101"
2280,"5","0.000013257676194516625126"
2281,"19","0.000050379169539163175479"
2282,"37","0.000098106803839423025932"
2283,"16","0.000042424563822453200403"
2284,"13","0.000034469958105743225327"
2285,"8","0.000021212281911226600202"
2286,"5","0.000013257676194516625126"
2287,"4","0.000010606140955613300101"
2288,"14","0.000037121493344646550353"
2289,"35","0.000092803733361616375882"
2290,"18","0.000047727634300259850453"
2291,"3","0.000007954605716709975076"
2292,"7","0.000018560746672323275176"
2293,"3","0.000007954605716709975076"
2294,"8","0.000021212281911226600202"
2295,"13","0.000034469958105743225327"
2296,"43","0.00011401601527284298"
2297,"10","0.000026515352389033250252"
2298,"3","0.000007954605716709975076"
2299,"9","0.000023863817150129925227"
2300,"7","0.000018560746672323275176"
2301,"10","0.000026515352389033250252"
2302,"15","0.000039773028583549875378"
2303,"36","0.000095455268600519700907"
2304,"8","0.000021212281911226600202"
2305,"8","0.000021212281911226600202"
2306,"6","0.000015909211433419950151"
2307,"4","0.000010606140955613300101"
2308,"4","0.000010606140955613300101"
2309,"20","0.000053030704778066500504"
2310,"27","0.000071591451450389775680"
2311,"13","0.000034469958105743225327"
2312,"4","0.000010606140955613300101"
2313,"6","0.000015909211433419950151"
2314,"7","0.000018560746672323275176"
2315,"8","0.000021212281911226600202"
2316,"11","0.000029166887627936575277"
2317,"48","0.00012727369146735960"
2318,"23","0.000060985310494776475579"
2319,"8","0.000021212281911226600202"
2320,"8","0.000021212281911226600202"
2321,"3","0.000007954605716709975076"
2322,"5","0.000013257676194516625126"
2323,"24","0.000063636845733679800605"
2324,"28","0.000074242986689293100705"
2325,"21","0.000055682240016969825529"
2326,"6","0.000015909211433419950151"
2327,"1","0.000002651535238903325025"
2328,"4","0.000010606140955613300101"
2329,"6","0.000015909211433419950151"
2330,"14","0.000037121493344646550353"
2331,"35","0.000092803733361616375882"
2332,"22","0.000058333775255873150554"
2333,"11","0.000029166887627936575277"
2334,"3","0.000007954605716709975076"
2335,"3","0.000007954605716709975076"
2336,"6","0.000015909211433419950151"
2337,"22","0.000058333775255873150554"
2338,"43","0.00011401601527284298"
2339,"20","0.000053030704778066500504"
2340,"5","0.000013257676194516625126"
2341,"5","0.000013257676194516625126"
2342,"1","0.000002651535238903325025"
2343,"8","0.000021212281911226600202"
2344,"13","0.000034469958105743225327"
2345,"32","0.000084849127644906400806"
2346,"16","0.000042424563822453200403"
2347,"5","0.000013257676194516625126"
2348,"7","0.000018560746672323275176"
2349,"9","0.000023863817150129925227"
2350,"10","0.000026515352389033250252"
2351,"20","0.000053030704778066500504"
2352,"39","0.00010340987431722968"
2353,"11","0.000029166887627936575277"
2354,"4","0.000010606140955613300101"
2355,"4","0.000010606140955613300101"
2356,"10","0.000026515352389033250252"
2357,"10","0.000026515352389033250252"
2358,"16","0.000042424563822453200403"
2359,"40","0.00010606140955613300"
2360,"11","0.000029166887627936575277"
2361,"7","0.000018560746672323275176"
2362,"5","0.000013257676194516625126"
2363,"5","0.000013257676194516625126"
2364,"8","0.000021212281911226600202"
2365,"16","0.000042424563822453200403"
2366,"44","0.00011666755051174630"
2367,"13","0.000034469958105743225327"
2368,"2","0.000005303070477806650050"
2369,"5","0.000013257676194516625126"
2370,"4","0.000010606140955613300101"
2371,"15","0.000039773028583549875378"
2372,"22","0.000058333775255873150554"
2373,"45","0.00011931908575064963"
2374,"20","0.000053030704778066500504"
2375,"7","0.000018560746672323275176"
2376,"4","0.000010606140955613300101"
2377,"6","0.000015909211433419950151"
2378,"13","0.000034469958105743225327"
2379,"17","0.000045076099061356525428"
2380,"36","0.000095455268600519700907"
2381,"20","0.000053030704778066500504"
2382,"5","0.000013257676194516625126"
2383,"9","0.000023863817150129925227"
2384,"4","0.000010606140955613300101"
2385,"6","0.000015909211433419950151"
2386,"16","0.000042424563822453200403"
2387,"44","0.00011666755051174630"
2388,"14","0.000037121493344646550353"
2389,"7","0.000018560746672323275176"
2390,"7","0.000018560746672323275176"
2391,"4","0.000010606140955613300101"
2392,"11","0.000029166887627936575277"
2393,"20","0.000053030704778066500504"
2394,"27","0.000071591451450389775680"
2395,"14","0.000037121493344646550353"
2396,"8","0.000021212281911226600202"
2397,"4","0.000010606140955613300101"
2398,"5","0.000013257676194516625126"
2399,"9","0.000023863817150129925227"
2400,"18","0.000047727634300259850453"
2401,"28","0.000074242986689293100705"
2402,"15","0.000039773028583549875378"
2403,"7","0.000018560746672323275176"
2404,"2","0.000005303070477806650050"
2405,"3","0.000007954605716709975076"
2406,"6","0.000015909211433419950151"
2407,"15","0.000039773028583549875378"
2408,"40","0.00010606140955613300"
2409,"16","0.000042424563822453200403"
2410,"5","0.000013257676194516625126"
2411,"6","0.000015909211433419950151"
2412,"6","0.000015909211433419950151"
2413,"7","0.000018560746672323275176"
2414,"17","0.000045076099061356525428"
2415,"38","0.00010075833907832635"
2416,"16","0.000042424563822453200403"
2417,"11","0.000029166887627936575277"
2418,"6","0.000015909211433419950151"
2419,"4","0.000010606140955613300101"
2420,"12","0.000031818422866839900302"
2421,"9","0.000023863817150129925227"
2422,"36","0.000095455268600519700907"
2423,"7","0.000018560746672323275176"
2424,"10","0.000026515352389033250252"
2425,"6","0.000015909211433419950151"
2426,"5","0.000013257676194516625126"
2427,"1","0.000002651535238903325025"
2428,"19","0.000050379169539163175479"
2429,"43","0.00011401601527284298"
2430,"10","0.000026515352389033250252"
2431,"2","0.000005303070477806650050"
2432,"2","0.000005303070477806650050"
2433,"7","0.000018560746672323275176"
2434,"7","0.000018560746672323275176"
2435,"26","0.000068939916211486450655"
2436,"26","0.000068939916211486450655"
2437,"15","0.000039773028583549875378"
2438,"13","0.000034469958105743225327"
2439,"3","0.000007954605716709975076"
2440,"11","0.000029166887627936575277"
2441,"12","0.000031818422866839900302"
2442,"14","0.000037121493344646550353"
2443,"24","0.000063636845733679800605"
2444,"14","0.000037121493344646550353"
2445,"4","0.000010606140955613300101"
2446,"7","0.000018560746672323275176"
2447,"11","0.000029166887627936575277"
2448,"13","0.000034469958105743225327"
2449,"9","0.000023863817150129925227"
2450,"29","0.000076894521928196425730"
2451,"13","0.000034469958105743225327"
2452,"5","0.000013257676194516625126"
2453,"5","0.000013257676194516625126"
2454,"3","0.000007954605716709975076"
2455,"5","0.000013257676194516625126"
2456,"19","0.000050379169539163175479"
2457,"42","0.00011136448003393965"
2458,"12","0.000031818422866839900302"
2459,"5","0.000013257676194516625126"
2460,"5","0.000013257676194516625126"
2461,"8","0.000021212281911226600202"
2462,"7","0.000018560746672323275176"
2463,"18","0.000047727634300259850453"
2464,"35","0.000092803733361616375882"
2465,"15","0.000039773028583549875378"
2466,"17","0.000045076099061356525428"
2467,"3","0.000007954605716709975076"
2468,"4","0.000010606140955613300101"
2469,"8","0.000021212281911226600202"
2470,"14","0.000037121493344646550353"
2471,"32","0.000084849127644906400806"
2472,"6","0.000015909211433419950151"
2473,"7","0.000018560746672323275176"
2474,"6","0.000015909211433419950151"
2475,"4","0.000010606140955613300101"
2476,"7","0.000018560746672323275176"
2477,"17","0.000045076099061356525428"
2478,"18","0.000047727634300259850453"
2479,"11","0.000029166887627936575277"
2480,"8","0.000021212281911226600202"
2481,"8","0.000021212281911226600202"
2482,"1","0.000002651535238903325025"
2483,"6","0.000015909211433419950151"
2484,"13","0.000034469958105743225327"
2485,"25","0.000066288380972583125630"
2486,"5","0.000013257676194516625126"
2487,"6","0.000015909211433419950151"
2488,"4","0.000010606140955613300101"
2489,"5","0.000013257676194516625126"
2490,"9","0.000023863817150129925227"
2491,"18","0.000047727634300259850453"
2492,"29","0.000076894521928196425730"
2493,"5","0.000013257676194516625126"
2494,"7","0.000018560746672323275176"
2495,"7","0.000018560746672323275176"
2496,"6","0.000015909211433419950151"
2497,"3","0.000007954605716709975076"
2498,"12","0.000031818422866839900302"
2499,"36","0.000095455268600519700907"
2500,"14","0.000037121493344646550353"
2501,"7","0.000018560746672323275176"
2502,"8","0.000021212281911226600202"
2503,"3","0.000007954605716709975076"
2504,"7","0.000018560746672323275176"
2505,"16","0.000042424563822453200403"
2506,"18","0.000047727634300259850453"
2507,"7","0.000018560746672323275176"
2508,"8","0.000021212281911226600202"
2509,"6","0.000015909211433419950151"
2510,"5","0.000013257676194516625126"
2511,"5","0.000013257676194516625126"
2512,"17","0.000045076099061356525428"
2513,"37","0.000098106803839423025932"
2514,"16","0.000042424563822453200403"
2515,"6","0.000015909211433419950151"
2516,"7","0.000018560746672323275176"
2517,"4","0.000010606140955613300101"
2518,"11","0.000029166887627936575277"
2519,"13","0.000034469958105743225327"
2520,"45","0.00011931908575064963"
2521,"14","0.000037121493344646550353"
2522,"3","0.000007954605716709975076"
2523,"6","0.000015909211433419950151"
2524,"5","0.000013257676194516625126"
2525,"6","0.000015909211433419950151"
2526,"7","0.000018560746672323275176"
2527,"35","0.000092803733361616375882"
2528,"11","0.000029166887627936575277"
2529,"4","0.000010606140955613300101"
2530,"7","0.000018560746672323275176"
2531,"7","0.000018560746672323275176"
2532,"7","0.000018560746672323275176"
2533,"18","0.000047727634300259850453"
2534,"34","0.000090152198122713050856"
2535,"11","0.000029166887627936575277"
2536,"3","0.000007954605716709975076"
2537,"2","0.000005303070477806650050"
2538,"4","0.000010606140955613300101"
2539,"12","0.000031818422866839900302"
2540,"23","0.000060985310494776475579"
2541,"37","0.000098106803839423025932"
2542,"18","0.000047727634300259850453"
2543,"6","0.000015909211433419950151"
2544,"13","0.000034469958105743225327"
2545,"7","0.000018560746672323275176"
2546,"11","0.000029166887627936575277"
2547,"20","0.000053030704778066500504"
2548,"59","0.00015644057909529618"
2549,"16","0.000042424563822453200403"
2550,"6","0.000015909211433419950151"
2551,"6","0.000015909211433419950151"
2552,"4","0.000010606140955613300101"
2553,"10","0.000026515352389033250252"
2554,"23","0.000060985310494776475579"
2555,"54","0.00014318290290077955"
2556,"18","0.000047727634300259850453"
2557,"20","0.000053030704778066500504"
2558,"7","0.000018560746672323275176"
2559,"6","0.000015909211433419950151"
2560,"8","0.000021212281911226600202"
2561,"35","0.000092803733361616375882"
2562,"46","0.00012197062098955295"
2563,"25","0.000066288380972583125630"
2564,"3","0.000007954605716709975076"
2565,"3","0.000007954605716709975076"
2566,"6","0.000015909211433419950151"
2567,"7","0.000018560746672323275176"
2568,"22","0.000058333775255873150554"
2569,"51","0.00013522829718406958"
2570,"26","0.000068939916211486450655"
2571,"8","0.000021212281911226600202"
2572,"1","0.000002651535238903325025"
2573,"5","0.000013257676194516625126"
2574,"5","0.000013257676194516625126"
2575,"27","0.000071591451450389775680"
2576,"38","0.00010075833907832635"
2577,"15","0.000039773028583549875378"
2578,"6","0.000015909211433419950151"
2579,"4","0.000010606140955613300101"
2580,"4","0.000010606140955613300101"
2581,"1","0.000002651535238903325025"
2582,"9","0.000023863817150129925227"
2583,"39","0.00010340987431722968"
2584,"11","0.000029166887627936575277"
2585,"8","0.000021212281911226600202"
2586,"2","0.000005303070477806650050"
2587,"9","0.000023863817150129925227"
2588,"7","0.000018560746672323275176"
2589,"10","0.000026515352389033250252"
2590,"30","0.000079546057167099750756"
2591,"11","0.000029166887627936575277"
2592,"3","0.000007954605716709975076"
2593,"3","0.000007954605716709975076"
2594,"4","0.000010606140955613300101"
2595,"8","0.000021212281911226600202"
2596,"18","0.000047727634300259850453"
2597,"28","0.000074242986689293100705"
2598,"8","0.000021212281911226600202"
2599,"4","0.000010606140955613300101"
2600,"3","0.000007954605716709975076"
2601,"4","0.000010606140955613300101"
2602,"7","0.000018560746672323275176"
2603,"17","0.000045076099061356525428"
2604,"35","0.000092803733361616375882"
2605,"12","0.000031818422866839900302"
2606,"2","0.000005303070477806650050"
2607,"7","0.000018560746672323275176"
2608,"3","0.000007954605716709975076"
2609,"9","0.000023863817150129925227"
2610,"16","0.000042424563822453200403"
2611,"29","0.000076894521928196425730"
2612,"9","0.000023863817150129925227"
2613,"8","0.000021212281911226600202"
2614,"2","0.000005303070477806650050"
2615,"4","0.000010606140955613300101"
2616,"5","0.000013257676194516625126"
2617,"10","0.000026515352389033250252"
2618,"26","0.000068939916211486450655"
2619,"11","0.000029166887627936575277"
2620,"10","0.000026515352389033250252"
2621,"3","0.000007954605716709975076"
2622,"4","0.000010606140955613300101"
2623,"5","0.000013257676194516625126"
2624,"14","0.000037121493344646550353"
2625,"33","0.000087500662883809725831"
2626,"6","0.000015909211433419950151"
2627,"9","0.000023863817150129925227"
2628,"1","0.000002651535238903325025"
2629,"6","0.000015909211433419950151"
2630,"9","0.000023863817150129925227"
2631,"22","0.000058333775255873150554"
2632,"35","0.000092803733361616375882"
2633,"11","0.000029166887627936575277"
2634,"8","0.000021212281911226600202"
2635,"4","0.000010606140955613300101"
2636,"4","0.000010606140955613300101"
2637,"3","0.000007954605716709975076"
2638,"15","0.000039773028583549875378"
2639,"26","0.000068939916211486450655"
2640,"10","0.000026515352389033250252"
2641,"7","0.000018560746672323275176"
2642,"3","0.000007954605716709975076"
2643,"3","0.000007954605716709975076"
2644,"5","0.000013257676194516625126"
2645,"13","0.000034469958105743225327"
2646,"25","0.000066288380972583125630"
2647,"14","0.000037121493344646550353"
2648,"13","0.000034469958105743225327"
2649,"5","0.000013257676194516625126"
2650,"7","0.000018560746672323275176"
2651,"10","0.000026515352389033250252"
2652,"10","0.000026515352389033250252"
2653,"38","0.00010075833907832635"
2654,"14","0.000037121493344646550353"
2655,"8","0.000021212281911226600202"
2656,"3","0.000007954605716709975076"
2657,"1","0.000002651535238903325025"
2658,"3","0.000007954605716709975076"
2659,"14","0.000037121493344646550353"
2660,"21","0.000055682240016969825529"
2661,"8","0.000021212281911226600202"
2662,"11","0.000029166887627936575277"
2663,"5","0.000013257676194516625126"
2664,"4","0.000010606140955613300101"
2665,"6","0.000015909211433419950151"
2666,"12","0.000031818422866839900302"
2667,"32","0.000084849127644906400806"
2668,"7","0.000018560746672323275176"
2669,"6","0.000015909211433419950151"
2670,"6","0.000015909211433419950151"
2671,"1","0.000002651535238903325025"
2672,"7","0.000018560746672323275176"
2673,"7","0.000018560746672323275176"
2674,"24","0.000063636845733679800605"
2675,"12","0.000031818422866839900302"
2676,"4","0.000010606140955613300101"
2677,"5","0.000013257676194516625126"
2678,"3","0.000007954605716709975076"
2679,"6","0.000015909211433419950151"
2680,"12","0.000031818422866839900302"
2681,"18","0.000047727634300259850453"
2682,"5","0.000013257676194516625126"
2683,"10","0.000026515352389033250252"
