defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,year
2774,12,Functional,2020-06-03,Internal,Critical,Manual Testing,27.24,2024
2775,74,Functional,2020-06-03,Component,Critical,Automated Testing,891.94,2024
2776,97,Functional,2020-06-03,Component,Minor,Manual Testing,195.74,2024
2777,70,Structural,2020-06-03,Component,Moderate,Automated Testing,947.83,2024
2778,7,Functional,2020-06-03,Component,Minor,Automated Testing,751.73,2024
2779,68,Cosmetic,2020-06-03,Surface,Minor,Manual Testing,302.22,2024
2780,91,Cosmetic,2020-06-03,Surface,Moderate,Automated Testing,230.68,2024
2781,100,Cosmetic,2020-06-03,Component,Critical,Visual Inspection,761.38,2024
2782,11,Functional,2020-06-03,Internal,Minor,Automated Testing,351.86,2024
2783,98,Functional,2020-06-03,Surface,Critical,Automated Testing,798.12,2024
2784,69,Cosmetic,2020-06-03,Surface,Minor,Visual Inspection,501.54,2024
2785,91,Cosmetic,2020-06-04,Surface,Critical,Manual Testing,40.19,2024
2786,70,Structural,2020-06-04,Component,Minor,Visual Inspection,610.26,2024
2787,60,Structural,2020-06-04,Component,Minor,Automated Testing,478.44,2024
2788,81,Cosmetic,2020-06-04,Component,Critical,Manual Testing,368.11,2024
2789,51,Functional,2020-06-04,Component,Critical,Visual Inspection,303.16,2024
2790,74,Cosmetic,2020-06-04,Component,Minor,Manual Testing,351.27,2024
2791,2,Functional,2020-06-04,Internal,Moderate,Visual Inspection,479.56,2024
2792,63,Structural,2020-06-04,Surface,Minor,Manual Testing,478.6,2024
2793,46,Structural,2020-06-04,Component,Moderate,Visual Inspection,71.86,2024
2794,23,Structural,2020-06-04,Surface,Critical,Visual Inspection,87.89,2024
2795,33,Structural,2020-06-04,Surface,Critical,Automated Testing,376.62,2024
2796,92,Functional,2020-06-05,Component,Minor,Manual Testing,678.59,2024
2797,6,Cosmetic,2020-06-05,Surface,Minor,Manual Testing,810.57,2024
2798,28,Functional,2020-06-05,Internal,Critical,Manual Testing,34.93,2024
2799,4,Cosmetic,2020-06-05,Internal,Minor,Manual Testing,800.02,2024
2800,35,Cosmetic,2020-06-05,Internal,Critical,Automated Testing,293.44,2024
2801,89,Functional,2020-06-05,Internal,Critical,Automated Testing,90.11,2024
2802,22,Cosmetic,2020-06-05,Surface,Minor,Visual Inspection,379.78,2024
2803,56,Cosmetic,2020-06-05,Surface,Critical,Manual Testing,749.31,2024
2804,14,Structural,2020-06-05,Surface,Critical,Visual Inspection,517.41,2024
2805,8,Functional,2020-06-05,Surface,Minor,Visual Inspection,673.85,2024
2806,92,Cosmetic,2020-06-05,Internal,Critical,Visual Inspection,62.59,2024
2807,5,Functional,2020-06-05,Surface,Critical,Visual Inspection,225.51,2024
2808,47,Structural,2020-06-06,Internal,Moderate,Manual Testing,117.74,2024
2809,34,Cosmetic,2020-06-06,Surface,Minor,Manual Testing,18.61,2024
2810,22,Structural,2020-06-06,Component,Moderate,Manual Testing,220.96,2024
2811,76,Functional,2020-06-06,Surface,Moderate,Automated Testing,712.12,2024
2812,76,Structural,2020-06-06,Internal,Critical,Automated Testing,576.28,2024
2813,90,Cosmetic,2020-06-06,Component,Critical,Manual Testing,317.5,2024
2814,20,Structural,2020-06-06,Surface,Critical,Manual Testing,450.18,2024
2815,40,Structural,2020-06-06,Surface,Moderate,Visual Inspection,204.6,2024
2816,95,Structural,2020-06-06,Surface,Critical,Automated Testing,114.02,2024
2817,14,Functional,2020-06-06,Surface,Minor,Visual Inspection,556.73,2024
2818,25,Functional,2020-06-07,Component,Minor,Automated Testing,146.53,2024
2819,43,Cosmetic,2020-06-07,Component,Moderate,Visual Inspection,523.02,2024
2820,41,Cosmetic,2020-06-07,Internal,Moderate,Manual Testing,990.02,2024
2821,45,Cosmetic,2020-06-07,Component,Critical,Manual Testing,576.07,2024
2822,46,Structural,2020-06-07,Surface,Critical,Visual Inspection,160.08,2024
2823,90,Structural,2020-06-07,Component,Minor,Manual Testing,50.38,2024
2824,77,Functional,2020-06-07,Surface,Minor,Automated Testing,906.96,2024
2825,5,Structural,2020-06-07,Internal,Moderate,Visual Inspection,694.03,2024
2826,59,Functional,2020-06-07,Surface,Minor,Automated Testing,478.17,2024
2827,24,Cosmetic,2020-06-08,Surface,Critical,Visual Inspection,786.6,2024
2828,15,Functional,2020-06-08,Internal,Moderate,Manual Testing,241.22,2024
2829,15,Structural,2020-06-08,Component,Critical,Visual Inspection,560.39,2024
2830,21,Structural,2020-06-08,Component,Critical,Manual Testing,540.92,2024
2831,49,Structural,2020-06-08,Surface,Moderate,Automated Testing,294.56,2024
2832,40,Cosmetic,2020-06-08,Surface,Moderate,Manual Testing,551.79,2024
2833,39,Cosmetic,2020-06-08,Internal,Critical,Manual Testing,140.02,2024
2834,61,Cosmetic,2020-06-08,Internal,Moderate,Automated Testing,379.01,2024
2835,92,Structural,2020-06-08,Component,Minor,Manual Testing,914.32,2024
2836,62,Functional,2020-06-08,Internal,Critical,Manual Testing,655.02,2024
2837,10,Cosmetic,2020-06-09,Surface,Moderate,Visual Inspection,684.16,2024
2838,54,Functional,2020-06-09,Component,Moderate,Manual Testing,118.46,2024
2839,65,Structural,2020-06-09,Internal,Minor,Manual Testing,606.91,2024
2840,33,Structural,2020-06-09,Internal,Minor,Visual Inspection,708.97,2024
2841,4,Cosmetic,2020-06-09,Internal,Critical,Visual Inspection,33.95,2024
2842,97,Cosmetic,2020-06-09,Surface,Moderate,Manual Testing,210.3,2024
2843,61,Structural,2020-06-09,Component,Minor,Visual Inspection,502.15,2024
2844,36,Cosmetic,2020-06-09,Internal,Critical,Visual Inspection,194.79,2024
2845,41,Structural,2020-06-10,Surface,Moderate,Visual Inspection,575.15,2024
2846,3,Functional,2020-06-10,Surface,Moderate,Manual Testing,400.79,2024
2847,6,Structural,2020-06-10,Surface,Minor,Manual Testing,945.17,2024
2848,36,Functional,2020-06-10,Surface,Minor,Manual Testing,37.44,2024
2849,86,Structural,2020-06-10,Surface,Minor,Visual Inspection,438.58,2024
2850,55,Functional,2020-06-11,Component,Minor,Manual Testing,246.83,2024
2851,78,Structural,2020-06-11,Component,Minor,Automated Testing,617.12,2024
2852,1,Structural,2020-06-11,Surface,Critical,Automated Testing,564.46,2024
2853,79,Functional,2020-06-11,Surface,Moderate,Visual Inspection,106.59,2024
2854,87,Cosmetic,2020-06-11,Surface,Critical,Manual Testing,974.99,2024
2855,58,Functional,2020-06-11,Component,Critical,Manual Testing,702.09,2024
2856,20,Structural,2020-06-11,Surface,Critical,Manual Testing,450.18,2024
2857,92,Functional,2020-06-11,Component,Minor,Manual Testing,678.59,2024
2858,59,Functional,2020-06-11,Internal,Minor,Manual Testing,16.62,2024
2859,97,Cosmetic,2020-06-11,Surface,Moderate,Manual Testing,140.36,2024
2860,27,Cosmetic,2020-06-12,Internal,Minor,Manual Testing,921.78,2024
2861,1,Functional,2020-06-12,Internal,Minor,Automated Testing,148.15,2024
2862,13,Structural,2020-06-12,Surface,Moderate,Manual Testing,768.39,2024
2863,81,Functional,2020-06-12,Surface,Moderate,Automated Testing,688.91,2024
2864,95,Functional,2020-06-12,Component,Moderate,Visual Inspection,780.89,2024
2865,97,Cosmetic,2020-06-12,Internal,Critical,Automated Testing,236.47,2024
2866,50,Functional,2020-06-12,Surface,Critical,Manual Testing,94.34,2024
2867,5,Structural,2020-06-12,Component,Moderate,Visual Inspection,479.38,2024
2868,97,Structural,2020-06-12,Surface,Critical,Visual Inspection,345.34,2024
2869,17,Functional,2020-06-12,Component,Minor,Manual Testing,677.64,2024
2870,26,Cosmetic,2020-06-13,Surface,Critical,Automated Testing,418.17,2024
2871,8,Functional,2020-06-13,Internal,Minor,Automated Testing,997.03,2024
2872,46,Structural,2020-06-13,Component,Moderate,Visual Inspection,71.86,2024
2873,78,Structural,2020-06-13,Component,Minor,Automated Testing,617.12,2024
2874,27,Cosmetic,2020-06-13,Component,Minor,Visual Inspection,563.94,2024
2875,20,Structural,2020-06-14,Surface,Moderate,Visual Inspection,263.76,2024
2876,85,Functional,2020-06-14,Internal,Minor,Manual Testing,289.68,2024
2877,17,Functional,2020-06-14,Component,Minor,Manual Testing,729.55,2024
2878,69,Functional,2020-06-14,Surface,Moderate,Automated Testing,460.93,2024
2879,82,Functional,2020-06-14,Component,Minor,Visual Inspection,62.7,2024
2880,81,Cosmetic,2020-06-14,Internal,Minor,Manual Testing,837.9,2024
2881,42,Functional,2020-06-14,Surface,Minor,Manual Testing,235.97,2024
2882,46,Structural,2020-06-14,Surface,Moderate,Visual Inspection,485.1,2024
2883,67,Functional,2020-06-15,Surface,Moderate,Automated Testing,556.42,2024
2884,86,Functional,2020-06-15,Component,Minor,Visual Inspection,957.36,2024
2885,92,Structural,2020-06-15,Surface,Minor,Visual Inspection,411.9,2024
2886,15,Cosmetic,2020-06-15,Internal,Minor,Visual Inspection,121.96,2024
2887,82,Structural,2020-06-15,Surface,Critical,Manual Testing,97.99,2024
2888,62,Functional,2020-06-15,Internal,Critical,Manual Testing,655.02,2024
2889,92,Structural,2020-06-15,Component,Critical,Automated Testing,170.44,2024
2890,87,Cosmetic,2020-06-15,Internal,Minor,Manual Testing,133.9,2024
2891,63,Structural,2020-06-16,Surface,Moderate,Visual Inspection,373.52,2024
2892,35,Cosmetic,2020-06-16,Internal,Minor,Visual Inspection,585.78,2024
2893,50,Cosmetic,2020-06-16,Component,Moderate,Automated Testing,438.29,2024
2894,68,Structural,2020-06-16,Surface,Moderate,Manual Testing,576.57,2024
2895,6,Structural,2020-06-16,Surface,Critical,Visual Inspection,62.68,2024
2896,73,Functional,2020-06-16,Surface,Moderate,Visual Inspection,64.74,2024
2897,70,Structural,2020-06-16,Component,Minor,Manual Testing,368.94,2024
2898,43,Functional,2020-06-16,Internal,Critical,Manual Testing,941.33,2024
2899,87,Functional,2020-06-17,Surface,Minor,Visual Inspection,395.1,2024
2900,4,Structural,2020-06-17,Surface,Minor,Visual Inspection,164.46,2024
2901,1,Cosmetic,2020-06-17,Component,Minor,Visual Inspection,963.4,2024
2902,14,Cosmetic,2020-06-17,Surface,Critical,Visual Inspection,241.61,2024
2903,5,Structural,2020-06-17,Internal,Critical,Visual Inspection,390.64,2024
2904,75,Structural,2020-06-17,Component,Critical,Visual Inspection,890.35,2024
2905,97,Cosmetic,2020-06-17,Component,Minor,Manual Testing,441.18,2024
2906,67,Cosmetic,2020-06-17,Surface,Critical,Manual Testing,893.3,2024
2907,60,Cosmetic,2020-06-17,Component,Moderate,Automated Testing,780.05,2024
2908,79,Functional,2020-06-17,Internal,Minor,Visual Inspection,466.04,2024
2909,91,Cosmetic,2020-06-18,Internal,Minor,Visual Inspection,409.99,2024
2910,5,Cosmetic,2020-06-18,Surface,Moderate,Visual Inspection,636.39,2024
2911,11,Structural,2020-06-18,Component,Critical,Manual Testing,556.05,2024
2912,85,Cosmetic,2020-06-18,Internal,Minor,Automated Testing,18.42,2024
2913,56,Structural,2020-06-18,Surface,Moderate,Visual Inspection,119.28,2024
2914,11,Structural,2020-06-18,Component,Critical,Automated Testing,575.71,2024
2915,34,Cosmetic,2020-06-18,Surface,Minor,Manual Testing,18.61,2024
2916,77,Functional,2020-06-18,Surface,Moderate,Automated Testing,213.48,2024
2917,99,Functional,2020-06-18,Internal,Minor,Manual Testing,948.05,2024
2918,15,Structural,2020-06-18,Component,Critical,Visual Inspection,496.72,2024
2919,14,Structural,2020-06-18,Surface,Critical,Visual Inspection,517.41,2024
2920,31,Cosmetic,2020-06-18,Surface,Critical,Manual Testing,485.93,2024
2921,87,Functional,2020-06-19,Component,Moderate,Automated Testing,220.01,2024
2922,39,Structural,2020-06-19,Internal,Critical,Visual Inspection,210.03,2024
2923,28,Cosmetic,2020-06-19,Surface,Minor,Manual Testing,561.27,2024
2924,87,Structural,2020-06-19,Component,Moderate,Manual Testing,914.5,2024
2925,36,Cosmetic,2020-06-19,Internal,Critical,Visual Inspection,194.79,2024
2926,4,Cosmetic,2020-06-19,Internal,Moderate,Automated Testing,199.65,2024
2927,65,Functional,2020-06-19,Component,Minor,Manual Testing,481.11,2024
2928,8,Structural,2020-06-19,Component,Critical,Visual Inspection,970.31,2024
2929,59,Cosmetic,2020-06-19,Internal,Critical,Automated Testing,15.96,2024
2930,73,Functional,2020-06-19,Surface,Moderate,Visual Inspection,64.74,2024
2931,20,Structural,2020-06-19,Component,Critical,Visual Inspection,478.48,2024
2932,5,Functional,2020-06-20,Internal,Moderate,Manual Testing,711.77,2024
2933,97,Cosmetic,2020-06-20,Internal,Moderate,Visual Inspection,862.7,2024
2934,32,Functional,2020-06-20,Surface,Minor,Automated Testing,800.23,2024
2935,23,Functional,2020-06-20,Surface,Moderate,Manual Testing,602.51,2024
2936,13,Structural,2020-06-20,Surface,Minor,Visual Inspection,720.18,2024
2937,5,Functional,2020-06-20,Surface,Critical,Visual Inspection,577.39,2024
2938,63,Functional,2020-06-20,Internal,Moderate,Manual Testing,816.09,2024
2939,6,Functional,2020-06-20,Surface,Moderate,Visual Inspection,920.26,2024
2940,96,Cosmetic,2020-06-20,Surface,Critical,Visual Inspection,345.64,2024
2941,33,Structural,2020-06-20,Internal,Minor,Visual Inspection,708.97,2024
2942,61,Structural,2020-06-20,Internal,Critical,Visual Inspection,369.06,2024
2943,64,Structural,2020-06-20,Internal,Minor,Visual Inspection,687.38,2024
2944,15,Structural,2020-06-20,Component,Critical,Visual Inspection,560.39,2024
2945,88,Structural,2020-06-20,Component,Minor,Visual Inspection,153.25,2024
2946,52,Functional,2020-06-20,Component,Critical,Automated Testing,664.52,2024
2947,11,Cosmetic,2020-06-20,Surface,Moderate,Visual Inspection,520.44,2024
2948,4,Cosmetic,2020-06-20,Internal,Moderate,Automated Testing,199.65,2024
2949,15,Structural,2020-06-21,Component,Critical,Visual Inspection,496.72,2024
2950,77,Functional,2020-06-21,Surface,Critical,Manual Testing,893.77,2024
2951,89,Functional,2020-06-21,Component,Moderate,Manual Testing,580.74,2024
2952,91,Cosmetic,2020-06-21,Surface,Minor,Visual Inspection,18.7,2024
2953,4,Functional,2020-06-21,Internal,Critical,Manual Testing,470.43,2024
2954,100,Structural,2020-06-21,Internal,Minor,Manual Testing,722.21,2024
2955,1,Cosmetic,2020-06-21,Surface,Critical,Visual Inspection,98.45,2024
2956,82,Structural,2020-06-21,Surface,Critical,Manual Testing,97.99,2024
2957,94,Structural,2020-06-21,Surface,Moderate,Visual Inspection,814.84,2024
2958,15,Structural,2020-06-21,Component,Critical,Visual Inspection,496.72,2024
2959,64,Structural,2020-06-22,Internal,Minor,Visual Inspection,687.38,2024
2960,9,Functional,2020-06-22,Surface,Moderate,Manual Testing,137.41,2024
2961,12,Structural,2020-06-22,Surface,Moderate,Automated Testing,497.38,2024
2962,49,Functional,2020-06-22,Component,Critical,Visual Inspection,975.5,2024
2963,58,Cosmetic,2020-06-22,Internal,Minor,Automated Testing,52.03,2024
2964,37,Cosmetic,2020-06-22,Component,Moderate,Manual Testing,840.24,2024
2965,74,Functional,2020-06-22,Surface,Moderate,Manual Testing,900.61,2024
2966,86,Structural,2020-06-22,Surface,Critical,Visual Inspection,975.1,2024
2967,76,Structural,2020-06-22,Internal,Critical,Automated Testing,576.28,2024
2968,53,Cosmetic,2020-06-22,Component,Critical,Automated Testing,916.49,2024
2969,91,Cosmetic,2020-06-23,Surface,Minor,Visual Inspection,18.7,2024
2970,7,Functional,2020-06-23,Internal,Minor,Visual Inspection,889.4,2024
2971,64,Cosmetic,2020-06-23,Surface,Moderate,Visual Inspection,677.65,2024
2972,61,Structural,2020-06-23,Internal,Minor,Automated Testing,925.03,2024
2973,2,Cosmetic,2020-06-24,Surface,Minor,Automated Testing,830.89,2024
2974,59,Cosmetic,2020-06-24,Internal,Critical,Automated Testing,15.96,2024
2975,48,Functional,2020-06-24,Component,Critical,Manual Testing,674.23,2024
2976,12,Cosmetic,2020-06-24,Internal,Moderate,Automated Testing,765.19,2024
2977,94,Functional,2020-06-24,Internal,Minor,Visual Inspection,575.47,2024
2978,11,Functional,2020-06-24,Internal,Minor,Automated Testing,351.86,2024
2979,6,Cosmetic,2020-06-24,Surface,Minor,Manual Testing,810.57,2024
2980,64,Functional,2020-06-24,Component,Critical,Manual Testing,632.45,2024
2981,56,Cosmetic,2020-06-24,Component,Minor,Automated Testing,615.43,2024
2982,67,Structural,2020-06-24,Component,Minor,Automated Testing,505.47,2024
2983,53,Cosmetic,2020-06-24,Component,Critical,Automated Testing,916.49,2024
2984,3,Structural,2020-06-24,Internal,Moderate,Manual Testing,496.27,2024
2985,78,Cosmetic,2020-06-24,Component,Critical,Manual Testing,612.25,2024
2986,77,Functional,2020-06-24,Surface,Minor,Automated Testing,906.96,2024
2987,73,Structural,2020-06-25,Surface,Minor,Automated Testing,957.6,2024
2988,65,Cosmetic,2020-06-25,Surface,Moderate,Visual Inspection,960.72,2024
2989,10,Structural,2020-06-25,Surface,Critical,Manual Testing,342.61,2024
2990,24,Functional,2020-06-25,Component,Moderate,Visual Inspection,535.87,2024
2991,94,Structural,2020-06-25,Surface,Moderate,Visual Inspection,814.84,2024
2992,100,Functional,2020-06-25,Surface,Critical,Visual Inspection,302.29,2024
2993,67,Structural,2020-06-25,Component,Critical,Visual Inspection,536.57,2024
2994,57,Structural,2020-06-25,Internal,Critical,Manual Testing,129.15,2024
2995,68,Structural,2020-06-26,Surface,Moderate,Manual Testing,576.57,2024
2996,24,Structural,2020-06-26,Component,Moderate,Manual Testing,56.12,2024
2997,96,Functional,2020-06-26,Component,Minor,Visual Inspection,471.43,2024
2998,50,Structural,2020-06-26,Component,Moderate,Manual Testing,699.69,2024
2999,64,Structural,2020-06-26,Internal,Minor,Visual Inspection,687.38,2024
3000,86,Structural,2020-06-26,Component,Minor,Manual Testing,485.02,2024
3001,45,Functional,2020-06-26,Surface,Moderate,Automated Testing,930.11,2024
3002,69,Structural,2020-06-27,Surface,Critical,Visual Inspection,712.98,2024
3003,24,Functional,2020-06-27,Component,Moderate,Visual Inspection,535.87,2024
3004,83,Cosmetic,2020-06-27,Surface,Critical,Manual Testing,444.1,2024
3005,36,Cosmetic,2020-06-27,Internal,Critical,Visual Inspection,194.79,2024
3006,22,Functional,2020-06-27,Surface,Critical,Manual Testing,929.05,2024
3007,91,Cosmetic,2020-06-28,Internal,Moderate,Automated Testing,73.46,2024
3008,15,Functional,2020-06-28,Component,Moderate,Visual Inspection,487.41,2024
3009,9,Cosmetic,2020-06-28,Component,Moderate,Visual Inspection,611.8,2024
3010,5,Structural,2020-06-28,Internal,Moderate,Visual Inspection,694.03,2024
3011,14,Cosmetic,2020-06-28,Internal,Minor,Visual Inspection,953.54,2024
3012,64,Structural,2020-06-28,Component,Moderate,Visual Inspection,484.04,2024
3013,84,Functional,2020-06-28,Surface,Critical,Manual Testing,628.29,2024
3014,15,Structural,2020-06-28,Component,Critical,Visual Inspection,496.72,2024
3015,39,Functional,2020-06-28,Component,Moderate,Automated Testing,85.21,2024
3016,37,Cosmetic,2020-06-28,Component,Critical,Visual Inspection,987.71,2024
3017,7,Functional,2020-06-28,Component,Moderate,Visual Inspection,705.47,2024
3018,95,Functional,2020-07-01,Component,Critical,Visual Inspection,525.07,2024
3019,97,Structural,2020-07-01,Surface,Critical,Visual Inspection,345.34,2024
3020,98,Cosmetic,2020-07-01,Internal,Critical,Automated Testing,404.15,2024
3021,96,Cosmetic,2020-07-01,Internal,Minor,Automated Testing,192.28,2024
3022,92,Structural,2020-07-01,Component,Minor,Manual Testing,914.32,2024
3023,64,Structural,2020-07-01,Surface,Moderate,Automated Testing,81.33,2024
3024,56,Structural,2020-07-01,Surface,Critical,Automated Testing,829.49,2024
3025,81,Structural,2020-07-01,Surface,Minor,Automated Testing,471.55,2024
3026,11,Structural,2020-07-02,Component,Critical,Manual Testing,556.05,2024
3027,39,Structural,2020-07-02,Surface,Minor,Manual Testing,406.06,2024
3028,36,Cosmetic,2020-07-02,Component,Moderate,Manual Testing,465.92,2024
3029,79,Structural,2020-07-02,Component,Minor,Manual Testing,381.12,2024
3030,74,Cosmetic,2020-07-02,Component,Minor,Manual Testing,351.27,2024
3031,74,Structural,2020-07-02,Surface,Critical,Manual Testing,319.6,2024
3032,95,Functional,2020-07-02,Component,Moderate,Automated Testing,319.06,2024
3033,58,Structural,2020-07-02,Surface,Moderate,Manual Testing,437.82,2024
3034,38,Functional,2020-07-02,Component,Critical,Visual Inspection,613.47,2024
3035,52,Functional,2020-07-03,Component,Moderate,Automated Testing,138.24,2024
3036,98,Functional,2020-07-03,Internal,Minor,Visual Inspection,791.72,2024
3037,13,Functional,2020-07-03,Internal,Critical,Automated Testing,769.34,2024
3038,80,Functional,2020-07-03,Internal,Minor,Manual Testing,67.82,2024
3039,38,Cosmetic,2020-07-03,Surface,Critical,Manual Testing,141.43,2024
3040,56,Structural,2020-07-03,Internal,Moderate,Automated Testing,87.28,2024
3041,39,Functional,2020-07-03,Component,Moderate,Automated Testing,85.21,2024
3042,43,Functional,2020-07-04,Surface,Critical,Manual Testing,962.48,2024
3043,28,Structural,2020-07-04,Component,Critical,Visual Inspection,170.66,2024
3044,17,Structural,2020-07-04,Component,Critical,Manual Testing,274.09,2024
3045,23,Structural,2020-07-04,Surface,Moderate,Automated Testing,704.06,2024
3046,47,Structural,2020-07-04,Internal,Moderate,Manual Testing,117.74,2024
3047,6,Structural,2020-07-04,Internal,Moderate,Manual Testing,999.64,2024
3048,70,Structural,2020-07-04,Surface,Minor,Manual Testing,159.25,2024
3049,38,Functional,2020-07-04,Internal,Critical,Manual Testing,575.58,2024
3050,87,Structural,2020-07-04,Component,Moderate,Manual Testing,914.5,2024
3051,83,Structural,2020-07-04,Component,Minor,Visual Inspection,655.26,2024
3052,61,Structural,2020-07-05,Internal,Critical,Visual Inspection,539.5,2024
3053,81,Structural,2020-07-05,Internal,Moderate,Manual Testing,557.11,2024
3054,21,Structural,2020-07-05,Component,Critical,Manual Testing,540.92,2024
3055,99,Cosmetic,2020-07-05,Surface,Minor,Visual Inspection,119.16,2024
3056,54,Functional,2020-07-05,Internal,Critical,Automated Testing,883.58,2024
3057,48,Functional,2020-07-05,Component,Critical,Manual Testing,674.23,2024
3058,5,Cosmetic,2020-07-05,Component,Critical,Manual Testing,300.27,2024
3059,13,Cosmetic,2020-07-05,Surface,Moderate,Manual Testing,629.71,2024
3060,17,Structural,2020-07-05,Component,Minor,Manual Testing,624.69,2024
3061,26,Functional,2020-07-05,Component,Moderate,Automated Testing,90.18,2024
3062,81,Functional,2020-07-05,Surface,Minor,Manual Testing,571.61,2024
3063,91,Functional,2020-07-05,Surface,Moderate,Visual Inspection,268.52,2024
3064,79,Functional,2020-07-06,Component,Moderate,Visual Inspection,878.64,2024
3065,15,Structural,2020-07-06,Component,Critical,Visual Inspection,560.39,2024
3066,29,Cosmetic,2020-07-06,Surface,Minor,Automated Testing,47.99,2024
3067,80,Functional,2020-07-06,Internal,Moderate,Manual Testing,80.0,2024
3068,52,Structural,2020-07-06,Surface,Critical,Manual Testing,337.5,2024
3069,62,Functional,2020-07-06,Internal,Critical,Manual Testing,655.02,2024
3070,94,Cosmetic,2020-07-06,Surface,Moderate,Manual Testing,769.57,2024
3071,79,Structural,2020-07-07,Internal,Critical,Automated Testing,671.22,2024
3072,30,Cosmetic,2020-07-07,Component,Minor,Manual Testing,789.34,2024
3073,28,Cosmetic,2020-07-07,Surface,Critical,Manual Testing,567.72,2024
3074,9,Cosmetic,2020-07-07,Component,Minor,Automated Testing,813.46,2024
3075,78,Structural,2020-07-07,Component,Minor,Automated Testing,617.12,2024
3076,24,Cosmetic,2020-07-07,Surface,Critical,Automated Testing,321.04,2024
3077,77,Structural,2020-07-07,Internal,Moderate,Automated Testing,661.8,2024
3078,53,Cosmetic,2020-07-07,Component,Critical,Automated Testing,916.49,2024
3079,96,Cosmetic,2020-07-07,Component,Minor,Manual Testing,904.55,2024
3080,69,Structural,2020-07-07,Surface,Critical,Visual Inspection,712.98,2024
3081,77,Cosmetic,2020-07-07,Internal,Minor,Manual Testing,336.75,2024
3082,15,Cosmetic,2020-07-07,Surface,Minor,Visual Inspection,713.29,2024
3083,79,Cosmetic,2020-07-08,Component,Moderate,Visual Inspection,807.32,2024
3084,1,Cosmetic,2020-07-08,Surface,Critical,Visual Inspection,98.45,2024
3085,86,Structural,2020-07-08,Internal,Moderate,Visual Inspection,88.05,2024
3086,75,Structural,2020-07-08,Component,Critical,Visual Inspection,890.35,2024
3087,85,Cosmetic,2020-07-08,Internal,Minor,Automated Testing,18.42,2024
3088,93,Structural,2020-07-09,Component,Minor,Visual Inspection,624.75,2024
3089,63,Cosmetic,2020-07-09,Surface,Critical,Automated Testing,373.68,2024
3090,32,Functional,2020-07-09,Surface,Minor,Automated Testing,800.23,2024
3091,64,Functional,2020-07-09,Component,Moderate,Automated Testing,623.52,2024
3092,35,Structural,2020-07-09,Surface,Critical,Manual Testing,957.27,2024
3093,75,Functional,2020-07-09,Surface,Minor,Automated Testing,669.62,2024
3094,6,Structural,2020-07-09,Surface,Critical,Visual Inspection,62.68,2024
3095,22,Functional,2020-07-10,Component,Critical,Visual Inspection,84.97,2024
3096,31,Functional,2020-07-10,Component,Critical,Manual Testing,270.7,2024
3097,83,Structural,2020-07-10,Internal,Minor,Automated Testing,866.14,2024
3098,78,Cosmetic,2020-07-10,Surface,Moderate,Visual Inspection,629.38,2024
3099,21,Structural,2020-07-10,Component,Minor,Visual Inspection,619.02,2024
3100,13,Cosmetic,2020-07-10,Internal,Critical,Visual Inspection,280.77,2024
3101,36,Cosmetic,2020-07-10,Internal,Critical,Visual Inspection,194.79,2024
3102,5,Cosmetic,2020-07-10,Component,Critical,Manual Testing,300.27,2024
3103,72,Functional,2020-07-11,Component,Minor,Visual Inspection,151.62,2024
3104,74,Structural,2020-07-11,Internal,Moderate,Visual Inspection,269.99,2024
3105,9,Functional,2020-07-11,Component,Critical,Visual Inspection,776.54,2024
3106,14,Structural,2020-07-11,Internal,Moderate,Visual Inspection,271.51,2024
3107,6,Functional,2020-07-11,Internal,Critical,Visual Inspection,533.14,2024
3108,28,Cosmetic,2020-07-11,Surface,Critical,Manual Testing,567.72,2024
3109,16,Cosmetic,2020-07-11,Component,Critical,Manual Testing,371.88,2024
3110,4,Structural,2020-07-11,Internal,Moderate,Automated Testing,10.55,2024
3111,47,Structural,2020-07-11,Surface,Minor,Manual Testing,772.77,2024
3112,56,Cosmetic,2020-07-11,Component,Minor,Visual Inspection,612.03,2024
3113,44,Structural,2020-07-11,Internal,Minor,Automated Testing,630.5,2024
3114,54,Functional,2020-07-11,Internal,Moderate,Visual Inspection,310.35,2024
3115,30,Functional,2020-07-11,Surface,Critical,Manual Testing,638.28,2024
3116,81,Functional,2020-07-12,Surface,Minor,Manual Testing,571.61,2024
3117,65,Functional,2020-07-12,Component,Minor,Manual Testing,481.11,2024
3118,71,Cosmetic,2020-07-12,Surface,Critical,Automated Testing,999.25,2024
3119,12,Cosmetic,2020-07-12,Surface,Minor,Manual Testing,238.39,2024
3120,54,Functional,2020-07-12,Internal,Moderate,Automated Testing,789.51,2024
3121,41,Functional,2020-07-12,Component,Moderate,Manual Testing,988.9,2024
3122,22,Functional,2020-07-12,Internal,Critical,Manual Testing,996.6,2024
3123,39,Cosmetic,2020-07-12,Internal,Critical,Manual Testing,140.02,2024
3124,88,Structural,2020-07-13,Component,Minor,Visual Inspection,153.25,2024
3125,35,Cosmetic,2020-07-13,Component,Minor,Visual Inspection,578.28,2024
3126,63,Structural,2020-07-13,Surface,Critical,Visual Inspection,492.32,2024
3127,37,Cosmetic,2020-07-13,Surface,Critical,Automated Testing,433.02,2024
3128,96,Functional,2020-07-13,Internal,Minor,Manual Testing,446.61,2024
